key,verb
cooccur,1
cooccur with,1
cook,1
cook out,1
cook up,1
cool,1
cool down,1
cool it,1
cool off,1
cool one's heels,1
coop in,1
coop up,1
cooper,1
cooperate,1
coordinate,1
cop,1
cop out,1
cope,1
cope with,1
copolymerise,1
copolymerize,1
copper,1
copper-bottom,1
copulate,1
copy,1
copy out,1
copyedit,1
copyread,1
copyright,1
coquet,1
coquette,1
corbel,1
cord,1
cordon off,1
corduroy,1
core,1
core out,1
cork,1
cork up,1
corkscrew,1
corn,1
corner,1
cornice,1
coronate,1
corrade,1
corral,1
correct,1
correlate,1
correspond,1
corroborate,1
corrode,1
corrugate,1
corrupt,1
corset,1
coruscate,1
cosh,1
cosign,1
cosponsor,1
cosset,1
cost,1
costume,1
cotton,1
cotton on,1
cotton up,1
couch,1
cough,1
cough out,1
cough up,1
counsel,1
count,1
count down,1
count off,1
count on,1
count out,1
countenance,1
counter,1
counter-drill,1
counteract,1
counterattack,1
counterbalance,1
counterchallenge,1
counterchange,1
countercheck,1
counterclaim,1
counterfeit,1
countermand,1
countermarch,1
countermine,1
counterplot,1
counterpoint,1
counterpoise,1
counterpose,1
countersign,1
countersink,1
counterstrike,1
countervail,1
counterweight,1
country-dance,1
couple,1
couple on,1
couple up,1
course,1
court,1
court-martial,1
court favor,1
court favour,1
covenant,1
cover,1
cover for,1
cover up,1
covet,1
cow,1
cower,1
cowhide,1
cowl,1
cox,1
cozen,1
cozy up,1
crab,1
crack,1
crack down,1
crack up,1
crackle,1
cradle,1
craft,1
cram,1
cramp,1
cranch,1
crane,1
crank,1
crank out,1
crank up,1
crap,1
crap up,1
crape,1
crash,1
crash-dive,1
crash land,1
crate,1
craunch,1
crave,1
crawfish,1
crawfish out,1
crawl,1
crawl in,1
crayon,1
craze,1
creak,1
cream,1
cream off,1
crease,1
create,1
create by mental act,1
create from raw material,1
create from raw stuff,1
create mentally,1
create verbally,1
credit,1
creep,1
creep in,1
creep up,1
cremate,1
crenel,1
crenelate,1
crenellate,1
creolize,1
creosote,1
crepe,1
crepitate,1
crescendo,1
crest,1
crew,1
crib,1
crick,1
cricket,1
criminalise,1
criminalize,1
criminate,1
crimp,1
crimson,1
cringe,1
crinkle,1
cripple,1
crisp,1
crispen,1
crisscross,1
criticise,1
criticize,1
critique,1
croak,1
crochet,1
crock,1
crock up,1
cronk,1
crook,1
croon,1
crop,1
crop out,1
crop up,1
croquet,1
cross,1
cross-check,1
cross-dress,1
cross-fertilise,1
cross-fertilize,1
cross-file,1
cross-index,1
cross-link,1
cross-pollinate,1
cross-refer,1
cross examine,1
cross off,1
cross oneself,1
cross out,1
cross question,1
crossbreed,1
crosscut,1
crosshatch,1
crossruff,1
crouch,1
crow,1
crowd,1
crowd out,1
crowd together,1
crown,1
crucify,1
cruise,1
crumb,1
crumble,1
crump,1
crumple,1
crunch,1
crusade,1
crush,1
crush out,1
crust,1
cry,1
cry for,1
cry out,1
cry out for,1
crystalise,1
crystalize,1
crystallise,1
crystallize,1
cub,1
cube,1
cuckold,1
cuckoo,1
cuddle,1
cudgel,1
cue,1
cuff,1
cull,1
cull out,1
culminate,1
cultivate,1
culture,1
cumber,1
cumulate,1
cup,1
curb,1
curdle,1
cure,1
curl,1
curl up,1
curry,1
curry favor,1
curry favour,1
currycomb,1
curse,1
curtail,1
curtain,1
curtain off,1
curtsey,1
curtsy,1
curve,1
curvet,1
cushion,1
cuss,1
custom-make,1
customise,1
customize,1
cut,1
cut across,1
cut away,1
cut back,1
cut corners,1
cut down,1
cut in,1
cut into,1
cut off,1
cut out,1
cut short,1
cut through,1
cut to,1
cut to ribbons,1
cut up,1
cutinize,1
cybernate,1
cycle,1
cycle on,1
cyclostyle,1
cypher,1
dab,1
dabble,1
dado,1
daisy-chain,1
dally,1
dam,1
dam up,1
damage,1
damascene,1
damn,1
damp,1
dampen,1
dance,1
dandify,1
dandle,1
dangle,1
dapple,1
dare,1
darken,1
darn,1
dart,1
dash,1
dash down,1
dash off,1
date,1
date-mark,1
date back,1
date from,1
date stamp,1
dateline,1
datemark,1
daub,1
daunt,1
dawdle,1
dawn,1
daydream,1
daze,1
dazzle,1
de-access,1
de-aerate,1
de-emphasise,1
de-emphasize,1
de-energise,1
de-energize,1
de-escalate,1
de-ice,1
de-iodinate,1
de-ionate,1
deaccession,1
deactivate,1
deaden,1
deaerate,1
deaf,1
deafen,1
deal,1
deal out,1
deaminate,1
deaminize,1
debar,1
debark,1
debase,1
debate,1
debauch,1
debilitate,1
debit,1
debone,1
debouch,1
debrief,1
debug,1
debunk,1
debut,1
decaffeinate,1
decalcify,1
decamp,1
decant,1
decapitate,1
decarbonate,1
decarbonise,1
decarbonize,1
decarboxylate,1
decarburise,1
decarburize,1
decay,1
decease,1
deceive,1
decelerate,1
decentralise,1
decentralize,1
decerebrate,1
decertify,1
dechlorinate,1
decide,1
decimalise,1
decimalize,1
decimate,1
decipher,1
deck,1
deck out,1
deck up,1
declaim,1
declare,1
declare oneself,1
declassify,1
declaw,1
decline,1
declutch,1
decoct,1
decode,1
decoke,1
decollate,1
decolonise,1
decolonize,1
decolor,1
decolorise,1
decolorize,1
decolour,1
decolourise,1
decolourize,1
decommission,1
decompose,1
decompress,1
deconcentrate,1
deconsecrate,1
deconstruct,1
decontaminate,1
decontrol,1
decorate,1
decorticate,1
decouple,1
decoy,1
decrease,1
decree,1
decrepitate,1
decrescendo,1
decriminalise,1
decriminalize,1
decry,1
decrypt,1
decussate,1
dedicate,1
dedifferentiate,1
deduce,1
deduct,1
deed over,1
deem,1
deep-dye,1
deep-fat-fry,1
deep-fry,1
deep-six,1
deep freeze,1
deepen,1
deface,1
defalcate,1
defame,1
defang,1
defat,1
default,1
default on,1
defeat,1
defecate,1
defect,1
defeminise,1
defeminize,1
defend,1
defenestrate,1
defer,1
defervesce,1
defibrillate,1
defibrinate,1
defile,1
define,1
deflagrate,1
deflate,1
deflect,1
deflower,1
defog,1
defoliate,1
deforest,1
deform,1
defraud,1
defray,1
defrock,1
defrost,1
defuse,1
defy,1
degas,1
degauss,1
degenerate,1
deglaze,1
deglycerolise,1
deglycerolize,1
degrade,1
degrease,1
degust,1
dehisce,1
dehorn,1
dehumanise,1
dehumanize,1
dehumidify,1
dehydrate,1
dehydrogenate,1
deice,1
deify,1
deign,1
deionize,1
deject,1
delay,1
delegate,1
delete,1
deliberate,1
delight,1
delimit,1
delimitate,1
delineate,1
deliquesce,1
delist,1
deliver,1
deliver the goods,1
delocalize,1
delouse,1
delude,1
deluge,1
delve,1
demagnetise,1
demagnetize,1
demand,1
demarcate,1
demasculinise,1
demasculinize,1
dematerialise,1
dematerialize,1
demean,1
demilitarise,1
demilitarize,1
demineralise,1
demineralize,1
demise,1
demist,1
demo,1
demob,1
demobilise,1
demobilize,1
democratise,1
democratize,1
demodulate,1
demolish,1
demonetise,1
demonetize,1
demonise,1
demonize,1
demonstrate,1
demoralise,1
demoralize,1
demote,1
demulsify,1
demur,1
demyelinate,1
demystify,1
demythologise,1
demythologize,1
denationalise,1
denationalize,1
denaturalise,1
denaturalize,1
denature,1
denazify,1
denigrate,1
denitrify,1
denominate,1
denote,1
denounce,1
dent,1
denudate,1
denude,1
deny,1
deodorise,1
deodorize,1
deodourise,1
deoxidise,1
deoxidize,1
deoxygenate,1
depart,1
depend,1
depend on,1
depend upon,1
depersonalise,1
depersonalize,1
depict,1
depilate,1
deplane,1
deplete,1
deplore,1
deploy,1
deplumate,1
deplume,1
depolarise,1
depolarize,1
depone,1
depopulate,1
deport,1
depose,1
deposit,1
deprave,1
deprecate,1
depreciate,1
depress,1
depressurise,1
depressurize,1
deprive,1
depute,1
deputise,1
deputize,1
deracinate,1
derail,1
derange,1
derate,1
derecognise,1
derecognize,1
deregulate,1
derequisition,1
derestrict,1
deride,1
derive,1
derogate,1
desacralize,1
desalinate,1
desalinise,1
desalinize,1
desalt,1
descale,1
descant,1
descant on,1
descend,1
describe,1
descry,1
desecrate,1
desegregate,1
desensitise,1
desensitize,1
desert,1
deserve,1
desex,1
desexualise,1
desexualize,1
desiccate,1
design,1
designate,1
desire,1
desist,1
desolate,1
desorb,1
despair,1
despatch,1
despise,1
despoil,1
despond,1
desquamate,1
destabilise,1
destabilize,1
destain,1
destalinise,1
destalinize,1
destine,1
destress,1
destroy,1
destruct,1
desulfurize,1
desulphurize,1
desynchronise,1
desynchronize,1
detach,1
detail,1
detain,1
detect,1
deter,1
deterge,1
deteriorate,1
determine,1
detest,1
dethaw,1
dethrone,1
detick,1
detonate,1
detour,1
detox,1
detoxicate,1
detoxify,1
detract,1
detrain,1
detransitivise,1
detransitivize,1
detribalise,1
detribalize,1
detusk,1
devaluate,1
devalue,1
devastate,1
devein,1
develop,1
deviate,1
devil,1
devilise,1
devilize,1
devise,1
devitalise,1
devitalize,1
devitrify,1
devoice,1
devolve,1
devolve on,1
devote,1
devour,1
diabolise,1
diabolize,1
diagnose,1
diagonalise,1
diagonalize,1
diagram,1
dial,1
dialyse,1
dialyze,1
diazotize,1
dibble,1
dice,1
dichotomise,1
dichotomize,1
dicker,1
dictate,1
didder,1
diddle,1
die,1
die away,1
die back,1
die down,1
die hard,1
die off,1
die out,1
diet,1
differ,1
differentiate,1
diffract,1
diffuse,1
dig,1
dig in,1
dig into,1
dig out,1
dig up,1
digest,1
digitalise,1
digitalize,1
digitise,1
digitize,1
dignify,1
digress,1
dike,1
dilapidate,1
dilate,1
dilly-dally,1
dillydally,1
dilute,1
dim,1
dimension,1
diminish,1
dimple,1
din,1
dine,1
dine in,1
dine out,1
ding,1
dingdong,1
dinge,1
dip,1
dip into,1
dip solder,1
diphthongise,1
diphthongize,1
direct,1
dirty,1
disable,1
disabuse,1
disaccord,1
disadvantage,1
disaffect,1
disafforest,1
disagree,1
disagree with,1
disallow,1
disambiguate,1
disappear,1
disappoint,1
disapprove,1
disarm,1
disarrange,1
disarray,1
disarticulate,1
disassemble,1
disassociate,1
disavow,1
disband,1
disbar,1
disbelieve,1
disbud,1
disburden,1
disburse,1
disc-jockey,1
discard,1
discase,1
discern,1
discerp,1
discharge,1
discipline,1
disclaim,1
disclose,1
disco,1
discolor,1
discolorise,1
discolorize,1
discolour,1
discolourise,1
discombobulate,1
discomfit,1
discommode,1
discompose,1
disconcert,1
disconnect,1
discontent,1
discontinue,1
discord,1
discount,1
discountenance,1
discourage,1
discourse,1
discover,1
discredit,1
discriminate,1
discuss,1
disdain,1
disembark,1
disembarrass,1
disembody,1
disembowel,1
disembroil,1
disenable,1
disenchant,1
disencumber,1
disenfranchise,1
disengage,1
disentangle,1
disestablish,1
disesteem,1
disfavor,1
disfavour,1
disfigure,1
disforest,1
disfranchise,1
disgorge,1
disgrace,1
disgruntle,1
disguise,1
disgust,1
dish,1
dish out,1
dish the dirt,1
dish up,1
disharmonize,1
dishearten,1
dishevel,1
dishonor,1
dishonour,1
disillusion,1
disincarnate,1
disincline,1
disinfect,1
disinfest,1
disinherit,1
disintegrate,1
disinter,1
disinvest,1
disinvolve,1
disjoin,1
disjoint,1
disk,1
disk-jockey,1
dislike,1
dislocate,1
dislodge,1
dismantle,1
dismay,1
dismember,1
dismiss,1
dismount,1
disobey,1
disoblige,1
disorder,1
disorganise,1
disorganize,1
disorient,1
disorientate,1
disown,1
disparage,1
dispatch,1
dispel,1
dispense,1
dispense with,1
disperse,1
dispirit,1
displace,1
display,1
displease,1
displume,1
disport,1
dispose,1
dispose of,1
dispossess,1
dispread,1
disprove,1
dispute,1
disqualify,1
disquiet,1
disregard,1
disrespect,1
disrobe,1
disrupt,1
diss,1
dissatisfy,1
dissect,1
dissemble,1
disseminate,1
dissent,1
dissertate,1
dissever,1
dissimilate,1
dissimulate,1
dissipate,1
dissociate,1
dissolve,1
dissonate,1
dissuade,1
distance,1
distemper,1
distend,1
distil,1
distill,1
distinguish,1
distort,1
distract,1
distrain,1
distress,1
distribute,1
district,1
distrust,1
disturb,1
disunify,1
disunite,1
ditch,1
dither,1
ditto,1
divagate,1
divaricate,1
dive,1
dive-bomb,1
diverge,1
diversify,1
divert,1
divest,1
divide,1
divine,1
divorce,1
divulge,1
divvy up,1
dizen,1
dizzy,1
dj,1
do,1
do a job on,1
do away with,1
do by,1
do drugs,1
do good,1
do in,1
do it,1
do justice,1
do one's best,1
do the dishes,1
do the honors,1
do up,1
do well,1
do well by,1
do work,1
dock,1
docket,1
doctor,1
doctor up,1
document,1
dodder,1
dodge,1
doff,1
dog,1
dogfight,1
dogmatise,1
dogmatize,1
dogsled,1
dole out,1
doll up,1
domesticate,1
domesticise,1
domesticize,1
domicile,1
domiciliate,1
dominate,1
domineer,1
don,1
donate,1
dong,1
doodle,1
doom,1
dope,1
dope off,1
dope up,1
dose,1
doss,1
doss down,1
dot,1
dote,1
double,1
double-check,1
double-date,1
double-glaze,1
double-park,1
double-space,1
double-team,1
double back,1
double birdie,1
double bogey,1
double crochet,1
double cross,1
double dye,1
double over,1
double stitch,1
double tongue,1
double up,1
doubt,1
douche,1
douse,1
dovetail,1
dower,1
down,1
downgrade,1
download,1
downplay,1
downsize,1
dowse,1
doze,1
doze off,1
draft,1
drag,1
drag a bunt,1
drag down,1
drag in,1
drag on,1
drag one's feet,1
drag one's heels,1
drag out,1
drag through the mud,1
drag up,1
draggle,1
dragoon,1
drain,1
drain the cup,1
dramatise,1
dramatize,1
drape,1
draught,1
draw,1
draw a bead on,1
draw a blank,1
draw a line,1
draw and quarter,1
draw away,1
draw back,1
draw close,1
draw in,1
draw near,1
draw off,1
draw out,1
draw rein,1
draw the line,1
draw together,1
draw up,1
drawl,1
dread,1
dream,1
dream up,1
dredge,1
dredge up,1
drench,1
dress,1
dress down,1
dress out,1
dress ship,1
dress up,1
dribble,1
drift,1
drift apart,1
drift away,1
drift off,1
drill,1
drill in,1
drink,1
drink down,1
drink in,1
drink up,1
drip,1
drip-dry,1
drive,1
drive around,1
drive away,1
drive back,1
drive home,1
drive in,1
drive off,1
drive out,1
drive up,1
drivel,1
drizzle,1
drone,1
drone on,1
drool,1
drool over,1
droop,1
drop,1
drop-kick,1
drop a line,1
drop anchor,1
drop away,1
drop back,1
drop behind,1
drop by,1
drop by the wayside,1
drop dead,1
drop down,1
drop in,1
drop like flies,1
drop off,1
drop one's serve,1
drop open,1
drop out,1
drop the ball,1
dropforge,1
dropkick,1
drown,1
drown out,1
drowse,1
drowse off,1
drub,1
drudge,1
drug,1
drum,1
drum out,1
drum up,1
dry,1
dry-dock,1
dry-nurse,1
dry-rot,1
dry-wall,1
dry clean,1
dry out,1
dry up,1
drydock,1
dub,1
duck,1
duel,1
dulcify,1
dulcorate,1
dull,1
dumbfound,1
dummy,1
dummy up,1
dump,1
dun,1
dung,1
dunk,1
dupe,1
duplex,1
duplicate,1
dusk,1
dust,1
dwarf,1
dwell,1
dwell on,1
dwindle,1
dwindle away,1
dwindle down,1
dye,1
dyke,1
dynamise,1
dynamite,1
dynamize,1
e-mail,1
eagle,1
earmark,1
earn,1
earth,1
earth up,1
ease,1
ease off,1
ease up,1
eat,1
eat at,1
eat away,1
eat in,1
eat into,1
eat on,1
eat out,1
eat up,1
eavesdrop,1
ebb,1
ebb away,1
ebb down,1
ebb off,1
ebb out,1
ebonise,1
ebonize,1
echo,1
eclipse,1
economise,1
economize,1
eddy,1
edge,1
edge in,1
edge up,1
edify,1
edit,1
edit out,1
editorialise,1
editorialize,1
educate,1
educe,1
edulcorate,1
eff,1
efface,1
effect,1
effectuate,1
effeminise,1
effeminize,1
effervesce,1
effloresce,1
effuse,1
egest,1
egg,1
egg on,1
egotrip,1
egress,1
ejaculate,1
eject,1
eke out,1
elaborate,1
elapse,1
elate,1
elbow,1
elect,1
electioneer,1
electrify,1
electrocute,1
electroplate,1
elegise,1
elegize,1
elevate,1
elicit,1
elide,1
eliminate,1
elocute,1
elongate,1
elope,1
elucidate,1
elude,1
elute,1
emaciate,1
email,1
emanate,1
emancipate,1
emasculate,1
embalm,1
embank,1
embargo,1
embark,1
embark on,1
embarrass,1
embattle,1
embed,1
embellish,1
embezzle,1
embitter,1
emblazon,1
embody,1
embolden,1
emboss,1
embower,1
embrace,1
embrangle,1
embrittle,1
embrocate,1
embroider,1
embroil,1
embrown,1
emcee,1
emend,1
emerge,1
emigrate,1
emit,1
emote,1
empale,1
empanel,1
empathise,1
empathize,1
emphasise,1
emphasize,1
emplace,1
emplane,1
employ,1
empower,1
empty,1
empurple,1
emulate,1
emulsify,1
enable,1
enact,1
enamel,1
enamor,1
enamour,1
encamp,1
encapsulate,1
encase,1
enchain,1
enchant,1
encipher,1
encircle,1
enclose,1
enclothe,1
encode,1
encompass,1
encore,1
encounter,1
encourage,1
encrimson,1
encroach,1
encroach upon,1
encrust,1
encrypt,1
encumber,1
end,1
end up,1
endanger,1
endear,1
endeavor,1
endeavour,1
endorse,1
endow,1
endue,1
endure,1
energise,1
energize,1
enervate,1
enfeeble,1
enfeoff,1
enfilade,1
enfold,1
enforce,1
enfranchise,1
engage,1
engender,1
engild,1
engineer,1
englut,1
engorge,1
engraft,1
engrave,1
engross,1
engulf,1
enhance,1
enjoin,1
enjoy,1
enkindle,1
enlace,1
enlarge,1
enlighten,1
enlist,1
enliven,1
enmesh,1
ennoble,1
enounce,1
enplane,1
enquire,1
enrage,1
enrapture,1
enrich,1
enrobe,1
enrol,1
enroll,1
ensconce,1
enshrine,1
enshroud,1
ensile,1
ensky,1
enslave,1
ensnare,1
ensnarl,1
ensue,1
ensure,1
entail,1
entangle,1
enter,1
enter upon,1
entertain,1
enthral,1
enthrall,1
enthrone,1
enthuse,1
entice,1
entitle,1
entomb,1
entrain,1
entrance,1
entrap,1
entreat,1
entrench,1
entrust,1
entwine,1
enucleate,1
enumerate,1
enunciate,1
envelop,1
envenom,1
environ,1
envisage,1
envision,1
envy,1
enwrap,1
epilate,1
epitomise,1
epitomize,1
epoxy,1
equal,1
equalise,1
equalize,1
equate,1
equilibrate,1
equilibrise,1
equilibrize,1
equip,1
equivocate,1
eradicate,1
erase,1
erect,1
erode,1
eroticize,1
err,1
eruct,1
erupt,1
escalade,1
escalate,1
escallop,1
escape,1
escape from,1
eschew,1
escort,1
espouse,1
espy,1
essay,1
establish,1
esteem,1
esterify,1
estimate,1
estivate,1
estrange,1
etch,1
eternalise,1
eternalize,1
eternise,1
eternize,1
etherealize,1
etherialise,1
etherify,1
etherise,1
etherize,1
etiolate,1
etymologise,1
etymologize,1
eulogise,1
eulogize,1
euphemise,1
euphemize,1
europeanise,1
europeanize,1
evacuate,1
evade,1
evaluate,1
evanesce,1
evangelise,1
evangelize,1
evaporate,1
even,1
even off,1
even out,1
even up,1
eventuate,1
evert,1
evict,1
evidence,1
evince,1
eviscerate,1
evoke,1
evolve,1
exacerbate,1
exact,1
exaggerate,1
exalt,1
examine,1
exasperate,1
excavate,1
exceed,1
excel,1
excel at,1
except,1
excerpt,1
exchange,1
excise,1
excite,1
exclaim,1
exclude,1
excogitate,1
excommunicate,1
excoriate,1
excrete,1
excruciate,1
exculpate,1
excuse,1
execrate,1
execute,1
exemplify,1
exempt,1
exenterate,1
exercise,1
exert,1
exfoliate,1
exhale,1
exhaust,1
exhibit,1
exhilarate,1
exhort,1
exhume,1
exile,1
exist,1
exit,1
exonerate,1
exorcise,1
exorcize,1
expand,1
expatiate,1
expatriate,1
expect,1
expectorate,1
expedite,1
expel,1
expend,1
expense,1
experience,1
experiment,1
expiate,1
expire,1
explain,1
explicate,1
explode,1
explode a bombshell,1
exploit,1
explore,1
export,1
expose,1
exposit,1
expostulate,1
expound,1
express,1
express-mail,1
express emotion,1
express feelings,1
express joy,1
express mirth,1
expropriate,1
expunge,1
expurgate,1
exsert,1
exsiccate,1
extemporise,1
extemporize,1
extend,1
extend oneself,1
extend to,1
extenuate,1
exteriorise,1
exteriorize,1
exterminate,1
externalise,1
externalize,1
extinguish,1
extirpate,1
extol,1
extort,1
extract,1
extradite,1
extrapolate,1
extravasate,1
extricate,1
extrude,1
exuberate,1
exudate,1
exude,1
exult,1
exuviate,1
eye,1
eyeball,1
eyewitness,1
fabricate,1
face,1
face-harden,1
face-lift,1
face off,1
face the music,1
face up,1
facilitate,1
facsimile,1
factor,1
factor analyse,1
factor analyze,1
factor in,1
factor out,1
factorise,1
factorize,1
fade,1
fade away,1
fade out,1
fag,1
fag out,1
faggot,1
faggot up,1
fagot,1
fail,1
faint,1
fair,1
fake,1
falcon,1
fall,1
fall all over,1
fall apart,1
fall asleep,1
fall away,1
fall back,1
fall behind,1
fall by the wayside,1
fall down,1
fall flat,1
fall for,1
fall from grace,1
fall in,1
fall in line,1
fall in love,1
fall into,1
fall into place,1
fall off,1
fall open,1
fall out,1
fall over,1
fall over backwards,1
fall short,1
fall short of,1
fall through,1
fall under,1
fall upon,1
falsify,1
falter,1
familiarise,1
familiarize,1
famish,1
fan,1
fan out,1
fancify,1
fancy,1
fancy up,1
fantasise,1
fantasize,1
fantasy,1
farce,1
fare,1
farm,1
farm out,1
farrow,1
fart,1
fascinate,1
fashion,1
fast,1
fast dye,1
fasten,1
fasten on,1
fat,1
fate,1
father,1
fathom,1
fatigue,1
fatten,1
fatten out,1
fatten up,1
fault,1
favor,1
favour,1
fawn,1
fax,1
faze,1
fear,1
feast,1
feast one's eyes,1
feather,1
feather one's nest,1
featherbed,1
feature,1
fecundate,1
federalise,1
federalize,1
federate,1
fee,1
fee-tail,1
feed,1
feed back,1
feed in,1
feed on,1
feed upon,1
feel,1
feel for,1
feel like,1
feel like a million,1
feel like a million dollars,1
feel out,1
feign,1
feint,1
felicitate,1
fell,1
fellate,1
felt,1
felt up,1
feminise,1
feminize,1
fence,1
fence in,1
fend,1
fend for,1
fend off,1
ferment,1
ferret,1
ferret out,1
ferry,1
fertilise,1
fertilize,1
fess up,1
fester,1
festinate,1
festoon,1
fetch,1
fetch up,1
fete,1
fetishize,1
fetter,1
fettle,1
feud,1
feudalize,1
fib,1
fibrillate,1
fictionalise,1
fictionalize,1
fiddle,1
fiddle with,1
fidget,1
field,1
field-test,1
fig out,1
fig up,1
fight,1
fight back,1
fight down,1
fight off,1
figure,1
figure out,1
figure skate,1
filch,1
file,1
file away,1
file in,1
file out,1
filet,1
filiate,1
filibuster,1
filigree,1
fill,1
fill again,1
fill in,1
fill out,1
fill the bill,1
fill up,1
fillet,1
film,1
film-make,1
film over,1
filter,1
filter out,1
filtrate,1
fin,1
finagle,1
finalise,1
finalize,1
finance,1
financier,1
find,1
find fault,1
find oneself,1
find out,1
fine,1
fine-tune,1
finedraw,1
finger,1
finger-paint,1
finger-spell,1
fingerprint,1
fingerspell,1
finish,1
finish off,1
finish out,1
finish up,1
fink,1
fire,1
fire up,1
firebomb,1
fireproof,1
firm,1
firm up,1
fish,1
fishtail,1
fissure,1
fistfight,1
fit,1
fit in,1
fit out,1
fit the bill,1
fix,1
fix up,1
fixate,1
fizz,1
fizzle,1
fizzle out,1
flabbergast,1
flag,1
flag down,1
flagellate,1
flail,1
flake,1
flake off,1
flake out,1
flambe,1
flame,1
flame up,1
flank,1
flap,1
flap down,1
flare,1
flare out,1
flare up,1
flash,1
flash-freeze,1
flash back,1
flat-hat,1
flatten,1
flatten out,1
flatter,1
flaunt,1
flavor,1
flavour,1
flaw,1
flay,1
fleck,1
fledge,1
flee,1
fleece,1
fleer,1
fleet,1
flense,1
flesh,1
flesh out,1
flex,1
flick,1
flicker,1
flight,1
flim-flam,1
flinch,1
fling,1
fling off,1
flip,1
flip-flop,1
flip one's lid,1
flip one's wig,1
flip out,1
flip over,1
flirt,1
flirt with,1
flit,1
flitter,1
float,1
flocculate,1
flock,1
flog,1
flood,1
flood in,1
flood out,1
floodlight,1
floor,1
flop,1
floss,1
flounce,1
flounder,1
flour,1
flourish,1
flout,1
flow,1
flow away,1
flow from,1
flow off,1
flow out,1
flower,1
flub,1
fluctuate,1
fluff,1
fluff up,1
flummox,1
flump,1
flump down,1
flunk,1
fluoresce,1
fluoridate,1
fluoridise,1
fluoridize,1
flurry,1
flush,1
flush down,1
flush it,1
fluster,1
flute,1
flutter,1
flux,1
fly,1
fly-fish,1
fly blind,1
fly by,1
fly contact,1
fly high,1
fly in the face of,1
fly in the teeth of,1
fly off the handle,1
fly on,1
fly open,1
fly the coop,1
flyfish,1
foal,1
foam,1
foam at the mouth,1
fob,1
fob off,1
focalise,1
focalize,1
focus,1
focus on,1
fodder,1
fog,1
fog up,1
foil,1
foist,1
foist off,1
fold,1
fold up,1
foliate,1
folk dance,1
follow,1
follow out,1
follow suit,1
follow through,1
follow up,1
follow up on,1
foment,1
fondle,1
fool,1
fool around,1
fool away,1
foolproof,1
foot,1
foot up,1
footle,1
footnote,1
footslog,1
forage,1
foray,1
foray into,1
forbear,1
forbid,1
force,1
force-feed,1
force-land,1
force back,1
force out,1
ford,1
forearm,1
forebode,1
forecast,1
foreclose,1
foredate,1
foredoom,1
forefend,1
foregather,1
forego,1
foreground,1
foreknow,1
foreordain,1
foresee,1
foreshadow,1
foreshorten,1
foreshow,1
forest,1
forestall,1
foreswear,1
foretell,1
forewarn,1
forfeit,1
forfend,1
forgather,1
forge,1
forget,1
forgive,1
forgo,1
fork,1
fork out,1
fork over,1
fork up,1
form,1
form bubbles,1
formalise,1
formalize,1
format,1
formicate,1
formularise,1
formularize,1
formulate,1
fornicate,1
forsake,1
forswear,1
fort,1
fort up,1
fortify,1
forward,1
fossilise,1
fossilize,1
foster,1
foul,1
foul out,1
foul up,1
found,1
founder,1
fowl,1
fox,1
foxhunt,1
foxtrot,1
fraction,1
fractionate,1
fracture,1
fragment,1
fragmentise,1
fragmentize,1
frame,1
frame in,1
frame up,1
franchise,1
frank,1
frap,1
fraternise,1
fraternize,1
fray,1
frazzle,1
freak,1
freak out,1
freckle,1
free,1
free-associate,1
free-base,1
freelance,1
freeload,1
freewheel,1
freeze,1
freeze-dry,1
freeze down,1
freeze off,1
freeze out,1
freight,1
french,1
french-fry,1
frenchify,1
frequent,1
fresco,1
freshen,1
freshen up,1
fress,1
fret,1
fricassee,1
frig around,1
fright,1
frighten,1
frighten away,1
frighten off,1
fringe,1
frisk,1
fritter,1
fritter away,1
frivol,1
frivol away,1
frizz,1
frizzle,1
frock,1
frog,1
frogmarch,1
frolic,1
front,1
frost,1
frost over,1
froth,1
froth at the mouth,1
frown,1
frown on,1
frown upon,1
fructify,1
fruit,1
frustrate,1
fry,1
ftp,1
fuck,1
fuck off,1
fuck up,1
fuddle,1
fudge,1
fudge together,1
fuel,1
fulfil,1
fulfill,1
full,1
fullback,1
fulminate,1
fumble,1
fume,1
fumigate,1
function,1
fund,1
fund-raise,1
fund raise,1
fundraise,1
funk,1
funnel,1
furbish,1
furbish up,1
furcate,1
furl,1
furlough,1
furnish,1
furrow,1
further,1
fuse,1
fusillade,1
fuss,1
fustigate,1
g.i.,1
gab,1
gabble,1
gad,1
gag,1
gage,1
gaggle,1
gain,1
gain ground,1
gain vigor,1
gainsay,1
gall,1
gallivant,1
gallop,1
galumph,1
galvanise,1
galvanize,1
gamble,1
gambol,1
game,1
gang,1
gang-rape,1
gang up,1
gangrene,1
gaol,1
gap,1
gape,1
garage,1
garb,1
garbage down,1
garble,1
garden,1
gargle,1
garland,1
garment,1
garner,1
garnish,1
garnishee,1
garotte,1
garrison,1
garrote,1
garrotte,1
garter,1
gas,1
gas up,1
gasconade,1
gash,1
gasify,1
gasp,1
gate,1
gate-crash,1
gather,1
gather in,1
gather up,1
gauffer,1
gauge,1
gawk,1
gawp,1
gaze,1
gazette,1
gazump,1
gear,1
gear up,1
gee,1
gel,1
gelatinise,1
gelatinize,1
geld,1
geminate,1
general,1
generalise,1
generalize,1
generate,1
gentle,1
gentrify,1
genuflect,1
germinate,1
gerrymander,1
gestate,1
gesticulate,1
gesture,1
get,1
